Area;Perimeter;Major_Axis_Length;Minor_Axis_Length;Eccentricity;Convex_Area;Extent;Class
11743;432;175;86;87;12077;73;Osmancik
12190;445;185;84;89;12386;71;Osmancik
11150;416;168;85;86;11420;72;Osmancik
12672;445;180;90;86;12900;62;Osmancik
11317;420;169;86;86;11479;61;Osmancik
11619;432;178;83;88;11824;76;Osmancik
9772;394;155;82;84;10154;69;Osmancik
9212;384;155;76;87;9453;65;Osmancik
12867;449;181;91;86;13152;64;Osmancik
9749;398;162;77;88;9941;59;Osmancik
9561;386;159;76;87;9708;70;Osmancik
11332;427;175;83;87;11563;59;Osmancik
12311;441;174;90;85;12538;61;Osmancik
10152;399;162;80;86;10393;66;Osmancik
11619;447;193;77;91;11811;66;Osmancik
10692;410;170;80;88;10863;63;Osmancik
10600;429;182;75;91;10829;72;Osmancik
11307;424;173;83;87;11499;73;Osmancik
11327;422;175;82;88;11475;59;Osmancik
13002;448;182;91;86;13200;60;Osmancik
11287;429;171;85;86;11599;59;Osmancik
12172;434;180;86;87;12311;79;Osmancik
10528;411;164;83;86;10862;62;Osmancik
11748;446;190;79;90;11926;80;Osmancik
13032;459;186;90;87;13247;80;Osmancik
12032;437;177;87;86;12291;60;Osmancik
13446;461;188;91;87;13643;59;Osmancik
11050;424;175;80;88;11295;59;Osmancik
13258;476;195;88;89;13583;57;Osmancik
12509;439;177;90;85;12723;62;Osmancik
11264;429;177;81;88;11513;79;Osmancik
11220;418;172;83;87;11380;60;Osmancik
11621;444;188;79;90;11849;61;Osmancik
12780;448;181;90;86;13038;60;Osmancik
11249;419;166;87;84;11593;63;Osmancik
11982;448;188;81;90;12206;62;Osmancik
11180;425;177;81;88;11353;57;Osmancik
10719;422;173;80;88;11007;76;Osmancik
10171;400;165;79;87;10339;62;Osmancik
12459;434;175;91;85;12651;63;Osmancik
9983;402;167;76;88;10187;59;Osmancik
11622;419;167;89;84;11854;63;Osmancik
12402;437;175;91;85;12595;76;Osmancik
10913;427;170;83;87;11311;62;Osmancik
10228;403;164;79;87;10475;64;Osmancik
9426;402;175;68;92;9578;57;Osmancik
12692;448;182;90;86;12999;73;Osmancik
10040;394;157;81;85;10231;62;Osmancik
11136;419;172;82;87;11373;70;Osmancik
9668;393;159;78;87;9882;60;Osmancik
10912;424;171;81;87;11282;61;Osmancik
12035;431;176;88;86;12226;61;Osmancik
13112;456;182;93;85;13413;68;Osmancik
12103;440;179;87;87;12405;63;Osmancik
13782;457;180;97;84;14147;65;Osmancik
10810;418;173;80;88;11047;73;Osmancik
12642;462;198;81;91;12878;60;Osmancik
11042;430;185;76;91;11224;67;Osmancik
10469;402;159;84;84;10746;77;Osmancik
12032;437;176;87;86;12264;64;Osmancik
12524;444;179;90;86;12746;64;Osmancik
11299;420;170;84;86;11488;64;Osmancik
11530;425;177;83;88;11686;80;Osmancik
12226;436;178;87;87;12400;61;Osmancik
11723;432;176;85;87;12013;66;Osmancik
11068;423;172;82;87;11323;60;Osmancik
11689;434;183;81;89;11856;57;Osmancik
12041;427;174;88;85;12291;63;Osmancik
10025;400;167;77;88;10181;59;Osmancik
9711;396;166;74;89;9859;58;Osmancik
10775;414;165;84;86;11036;63;Osmancik
11860;427;174;87;86;12064;61;Osmancik
10838;412;165;84;85;11167;71;Osmancik
13088;450;184;91;86;13266;79;Osmancik
11730;429;176;85;87;11900;59;Osmancik
11873;432;175;87;86;12162;65;Osmancik
11100;416;160;90;82;11456;63;Osmancik
10451;419;174;78;89;10722;58;Osmancik
11180;427;174;82;88;11518;72;Osmancik
11351;417;171;85;86;11549;74;Osmancik
12894;480;192;85;89;13141;62;Osmancik
10516;409;168;80;87;10726;63;Osmancik
12563;444;183;88;87;12767;76;Osmancik
10949;414;168;84;86;11192;61;Osmancik
9853;395;159;80;86;10102;60;Osmancik
11889;439;186;82;89;12096;79;Osmancik
10346;402;167;79;87;10479;58;Osmancik
10943;412;169;82;87;11132;74;Osmancik
12300;434;177;89;86;12472;78;Osmancik
11944;434;182;83;88;12090;61;Osmancik
12800;447;181;90;86;12958;61;Osmancik
11605;425;173;86;86;11781;79;Osmancik
10780;410;162;86;84;11047;66;Osmancik
12043;442;181;85;88;12276;60;Osmancik
13626;469;191;92;87;13931;60;Osmancik
10185;397;163;79;87;10335;63;Osmancik
12159;437;177;88;86;12377;67;Osmancik
9884;389;164;76;88;10021;73;Osmancik
12726;434;175;93;84;12896;80;Osmancik
12269;436;177;88;86;12466;74;Osmancik
11140;414;170;83;87;11280;60;Osmancik
10480;414;177;75;90;10657;63;Osmancik
13121;456;181;93;85;13490;62;Osmancik
11661;418;168;88;85;11819;78;Osmancik
11957;437;176;87;86;12314;60;Osmancik
12174;435;174;90;85;12471;66;Osmancik
9405;389;162;74;88;9594;60;Osmancik
11545;429;176;84;87;11816;70;Osmancik
13537;467;199;86;90;13745;73;Osmancik
11795;428;175;86;87;12016;73;Osmancik
11611;431;178;84;88;11775;69;Osmancik
10604;409;172;78;88;10755;58;Osmancik
12349;434;180;88;87;12526;62;Osmancik
11538;418;170;86;86;11741;71;Osmancik
12501;451;192;83;90;12687;71;Osmancik
11441;415;170;85;86;11628;68;Osmancik
11625;421;167;89;84;11904;69;Osmancik
12437;442;183;86;88;12645;62;Osmancik
9882;392;161;78;87;10097;65;Osmancik
11434;404;161;90;82;11591;80;Osmancik
